batch,instance,algo,vertices,layer,fan,disRate,percNeg,cpMult,g_vertices,g_edges,g_diameter,g_max in degree,g_min in degree,g_mean in degree,g_max out degree,g_min out degree,g_mean out degree,g_disRate,g_perc Negative,g_deadline,g_last task Early Finish,effort,NPV,time
Random,dg0130_80_179.tpf,RS,80,49,CACULATED_DEGREE,16.0,11.0,E1,80,180,19,16,1,2.2337662337662336,9,1,2.272727272727273,0.16,10.0,1000,137,1405,9.45505312242929,0.01562952995300293
Random,dg0131_30_45.tpf,SAA,30,21,CACULATED_DEGREE,9.0,26.0,E2,30,46,17,3,1,1.5555555555555556,11,1,1.5925925925925926,0.09,26.666666666666668,2000,111,479,4.742513153594724,0.0
Random,dg0131_30_45.tpf,HS,30,21,CACULATED_DEGREE,9.0,26.0,E2,30,46,17,3,1,1.5555555555555556,11,1,1.5925925925925926,0.09,26.666666666666668,2000,111,143,4.742513153594724,0.0
Random,dg0131_30_45.tpf,RS,30,21,CACULATED_DEGREE,9.0,26.0,E2,30,46,17,3,1,1.5555555555555556,11,1,1.5925925925925926,0.09,26.666666666666668,2000,104,237,4.742513153594724,0.0
Random,dg0132_38_68.tpf,SAA,38,4,CACULATED_DEGREE,9.0,49.0,E2,38,69,8,6,1,1.6285714285714286,5,1,1.3142857142857143,0.09,47.368421052631575,2000,29,594,46.91018591215556,0.01562047004699707
Random,dg0132_38_68.tpf,HS,38,4,CACULATED_DEGREE,9.0,49.0,E2,38,69,8,6,1,1.6285714285714286,5,1,1.3142857142857143,0.09,47.368421052631575,2000,29,331,46.91018591215556,0.0
Random,dg0132_38_68.tpf,RS,38,4,CACULATED_DEGREE,9.0,49.0,E2,38,69,8,6,1,1.6285714285714286,5,1,1.3142857142857143,0.09,47.368421052631575,2000,29,768,46.91018591215556,0.0
Random,dg0133_21_34.tpf,SAA,21,4,CACULATED_DEGREE,2.0,5.0,E1,21,35,8,2,1,1.1111111111111112,10,1,1.6111111111111112,0.02,9.523809523809524,1000,31,272,71.37386818019608,0.0
Random,dg0133_21_34.tpf,HS,21,4,CACULATED_DEGREE,2.0,5.0,E1,21,35,8,2,1,1.1111111111111112,10,1,1.6111111111111112,0.02,9.523809523809524,1000,31,69,71.37386818019608,0.0
Random,dg0133_21_34.tpf,RS,21,4,CACULATED_DEGREE,2.0,5.0,E1,21,35,8,2,1,1.1111111111111112,10,1,1.6111111111111112,0.02,9.523809523809524,1000,31,31,71.37386818019608,0.0
Random,dg0134_65_124.tpf,SAA,65,26,CACULATED_DEGREE,19.0,63.0,E2,65,125,17,7,1,1.9516129032258065,10,1,1.9516129032258065,0.19,63.07692307692307,2000,135,3091,3.352394967448053,0.015618324279785156
Random,dg0134_65_124.tpf,HS,65,26,CACULATED_DEGREE,19.0,63.0,E2,65,125,17,7,1,1.9516129032258065,10,1,1.9516129032258065,0.19,63.07692307692307,2000,135,1939,3.352394967448053,0.0
Random,dg0134_65_124.tpf,RS,65,26,CACULATED_DEGREE,19.0,63.0,E2,65,125,17,7,1,1.9516129032258065,10,1,1.9516129032258065,0.19,63.07692307692307,2000,126,38815,3.352394967448053,0.20051193237304688
Random,dg0135_49_86.tpf,SAA,49,12,CACULATED_DEGREE,3.0,34.0,E1,49,87,14,6,1,1.6956521739130435,5,1,1.7826086956521738,0.03,32.6530612244898,1000,70,1524,77.15730567822267,0.0
Random,dg0135_49_86.tpf,HS,49,12,CACULATED_DEGREE,3.0,34.0,E1,49,87,14,6,1,1.6956521739130435,5,1,1.7826086956521738,0.03,32.6530612244898,1000,70,323,77.15730567822267,0.01565861701965332
Random,dg0135_49_86.tpf,RS,49,12,CACULATED_DEGREE,3.0,34.0,E1,49,87,14,6,1,1.6956521739130435,5,1,1.7826086956521738,0.03,32.6530612244898,1000,63,1259,77.15730567822267,0.0
Random,dg0136_18_27.tpf,SAA,18,4,CACULATED_DEGREE,18.0,90.0,E1,18,28,7,3,1,1.4,4,1,1.4666666666666666,0.18,77.77777777777779,1000,29,272,3.3338838526051933,0.0
